Date,Text,Sentiment
20190528,"The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings
on April 22 and May 1, 2019. The minutes are attached.

For media inquiries, call 202-452-2955.",Positive
20190530,"On May 30, 2019, the Federal Reserve conducted a floating-rate offering of term deposits through its Term Deposit Facility. The operation offered seven-day term deposits with the rate set equal to the sum of the interest rate paid on excess reserves plus a fixed spread of 1 basis point. Following are the results of the operation:       The awarded deposits will settle on May 30, 2019, and will mature on June 6, 2019. The operation effective rate will apply to all awarded deposits. For media inquiries, call 202-452-2955.",Positive
20190619,"Information received since the Federal Open Market Committee met in May indicates that the labor market remains strong and that economic activity is rising at a moderate rate. Job gains have been solid, on average, in recent months, and the unemployment rate has remained low. Although growth of household spending appears to have picked up from earlier in the year, indicators of business fixed investment have been soft. On a 12-month basis, overall inflation and inflation for items other than food and energy are running below 2 percent. Market-based measures of inflation compensation have declined; survey-based measures of longer-term inflation expectations are little changed. Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. In support of these goals, the Committee decided to maintain the target range for the federal funds rate at 2-1/4 to 2-1/2 percent. The Committee continues to view sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective as the most likely outcomes, but uncertainties about this outlook have increased. In light of these uncertainties and muted inflation pressures, the Committee will closely monitor the implications of incoming information for the economic outlook and will act as appropriate to sustain the expansion, with a strong labor market and inflation near its symmetric 2 percent objective. In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michelle W. Bowman; Lael Brainard; Richard H. Clarida; Charles L. Evans; Esther L. George; Randal K. Quarles; and Eric S. Rosengren. Voting against the action was James Bullard, who preferred at this meeting to lower the target range for the federal funds rate by 25 basis points. Implementation Note issued June 19, 2019",Negative
20190710,"The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on June 18-19, 2019. A summary of economic projections made by Federal Reserve Board members and Reserve Bank presidents for the meeting is also included as an addendum to these minutes. The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board’s Annual Report. The descriptions of economic and financial conditions contained in these minutes and in the Summary of Economic Projections are based solely on the information that was available to the Committee at the time of the meeting. FOMC minutes can be viewed on the Board’s website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm For media inquiries, call 202-452-2955 Minutes of the Federal Open Market Committee
June 18-19, 2019: HTML | PDF",Neutral
20190716,"The Federal Reserve Board on Tuesday released the minutes of its interest rate meeting on June 19, 2019. The minutes are attached. For media inquiries, call 202-452-2955.",Positive
20190731,"Information received since the Federal Open Market Committee met in June indicates that the labor market remains strong and that economic activity has been rising at a moderate rate. Job gains have been solid, on average, in recent months, and the unemployment rate has remained low. Although growth of household spending has picked up from earlier in the year, growth of business fixed investment has been soft. On a 12-month basis, overall inflation and inflation for items other than food and energy are running below 2 percent. Market-based measures of inflation compensation remain low; survey-based measures of longer-term inflation expectations are little changed. Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. In light of the implications of global developments for the economic outlook as well as muted inflation pressures, the Committee decided to lower the target range for the federal funds rate to 2 to 2-1/4 percent. This action supports the Committee's view that sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective are the most likely outcomes, but uncertainties about this outlook remain. As the Committee contemplates the future path of the target range for the federal funds rate, it will continue to monitor the implications of incoming information for the economic outlook and will act as appropriate to sustain the expansion, with a strong labor market and inflation near its symmetric 2 percent objective. In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. The Committee will conclude the reduction of its aggregate securities holdings in the System Open Market Account in August, two months earlier than previously indicated. Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michelle W. Bowman; Lael Brainard; James Bullard; Richard H. Clarida; Charles L. Evans; and Randal K. Quarles. Voting against the action were Esther L. George and Eric S. Rosengren, who preferred at this meeting to maintain the target range for the federal funds rate at 2-1/4 to 2-1/2 percent. Implementation Note issued July 31, 2019",Positive
20190801,"The Federal Reserve Board has approved actions on Thursday by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Cleveland, Richmond, Atlanta, Minneapolis, and Kansas City, decreasing the discount rate (the primary credit rate) at the Banks from 3 percent to 2-3/4 percent, effective immediately. For media inquiries, call (202) 452-2955",Positive
20190815,"The Federal Reserve plans to continue its previously announced periodic testing of the Term Deposit Facility (TDF) with one operation in August. These operations are aimed at ensuring the operational readiness of the TDF and providing eligible institutions with an opportunity to maintain familiarity with term deposit procedures. The TDF test operations are a matter of prudent planning and have no implications for the near-term conduct of monetary policy. On August 22, 2019, the Federal Reserve will conduct a floating-rate offering of term deposits with an early withdrawal feature through its TDF. The Federal Reserve will offer seven-day term deposits with a rate set equal to the sum of the interest rate paid on excess reserves plus a fixed spread of 1 basis point. The maximum tender amount per institution will be $250,000,000. The operation window will be open from 10:30 a.m. EDT to 12:30 p.m. EDT, and awarded deposits will settle the same day the operation is executed. Description of Operation and Tender Parameters Submission of Tender
Participants must submit tenders by accessing the Term Deposit Facility application (https://www.frbservices.org/sign-in/term-deposit-facility.html) between the opening time and the closing time on the operation date. All tenders that are complete and compliant with the operation parameters listed above will be automatically awarded in full. Early Withdrawal
The penalty for obtaining a return of funds prior to the maturity date includes the forfeiture of all interest on the term deposit plus an additional fee of 0.75000 percent at an annual rate applied to the principal over the entire term of the deposit. Requests for early withdrawal must be made between 10:00 a.m. EDT and 12:00 p.m. EDT. See the TDF Resource Center for additional details regarding this feature and the terms and conditions for early withdrawal (https://www.frbservices.org/central-bank/reserves-central/term-deposit-facility/index.html). Notification
Participants will be able to view their awards by accessing the Term Deposit Facility application. Summary operation results will be published on the Board of Governors' website (http://www.federalreserve.gov/monetarypolicy/tdf.htm) at approximately 3:30 p.m. EDT on the notification date. The operation will be conducted as specified in this announcement, Regulation D, and the terms and conditions of the Term Deposit Facility (https://www.frbservices.org/central-bank/reserves-central/term-deposit-facility/index.html). Additional information, including the steps that institutions must complete to be eligible to participate in term deposit operations are available at https://www.frbservices.org/central-bank/reserves-central/term-deposit-facility/index.html. For media inquiries, call 202-452-2955.",Positive
20190821,"The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on July 30-31, 2019. The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board's Annual Report. The descriptions of economic and financial conditions contained in these minutes are based solely on the information that was available to the Committee at the time of the meeting. FOMC minutes can be viewed on the Board's website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm For media inquiries, call 202-452-2955 Minutes of the Federal Open Market Committee
July 30-31, 2019: HTML | PDF",Neutral
20190822,"On August 22, 2019, the Federal Reserve conducted a floating-rate offering of term deposits through its Term Deposit Facility. The operation offered seven-day term deposits with the rate set equal to the sum of the interest rate paid on excess reserves plus a fixed spread of 1 basis point. Following are the results of the operation: The awarded deposits will settle on August 22, 2019, and will mature on August 29, 2019. The operation effective rate will apply to all awarded deposits. For media inquiries, call 202-452-2955.",Positive
20190827,"The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from July 1 through July 31, 2019. The minutes are attached. For media inquiries, call 202-452-2955.",Positive
20190918,"Information received since the Federal Open Market Committee met in July indicates that the labor market remains strong and that economic activity has been rising at a moderate rate. Job gains have been solid, on average, in recent months, and the unemployment rate has remained low. Although household spending has been rising at a strong pace, business fixed investment and exports have weakened. On a 12-month basis, overall inflation and inflation for items other than food and energy are running below 2 percent. Market-based measures of inflation compensation remain low; survey-based measures of longer-term inflation expectations are little changed. Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. In light of the implications of global developments for the economic outlook as well as muted inflation pressures, the Committee decided to lower the target range for the federal funds rate to 1-3/4 to 2 percent. This action supports the Committee's view that sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective are the most likely outcomes, but uncertainties about this outlook remain. As the Committee contemplates the future path of the target range for the federal funds rate, it will continue to monitor the implications of incoming information for the economic outlook and will act as appropriate to sustain the expansion, with a strong labor market and inflation near its symmetric 2 percent objective. In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. Voting for the monetary policy action were Jerome H. Powell, Chair, John C. Williams, Vice Chair; Michelle W. Bowman; Lael Brainard; Richard H. Clarida; Charles L. Evans; and Randal K. Quarles. Voting against the action were James Bullard, who preferred at this meeting to lower the target range for the federal funds rate to 1-1/2 to 1-3/4 percent; and Esther L. George and Eric S. Rosengren, who preferred to maintain the target range at 2 percent to 2-1/4 percent. Implementation Note issued September 18, 2019",Neutral
20190919,"The Federal Reserve Board has approved actions on Thursday by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Cleveland, Richmond, Atlanta, St. Louis, and Kansas City, decreasing the discount rate (the primary credit rate) at the Banks from 2‑3/4 percent to 2-1/2 percent, effective immediately. For media inquiries, call (202) 452-2955",Positive
20190920,"The Federal Reserve Board has approved an action by the Board of Directors of the Federal Reserve Bank of Philadelphia decreasing the discount rate (the primary credit rate) at the Bank from 2‑3/4 percent to 2-1/2 percent, effective immediately. For media inquiries, call (202) 452-2955",Positive
20191009,"The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on September 17-18, 2019. A summary of economic projections made by Federal Reserve Board members and Reserve Bank presidents for the meeting is also included as an addendum to these minutes. The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board's Annual Report. The descriptions of economic and financial conditions contained in these minutes and in the Summary of Economic Projections are based solely on the information that was available to the Committee at the time of the meeting. FOMC minutes can be viewed on the Board's website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm For media inquiries, call 202-452-2955 Minutes of the Federal Open Market Committee
September 17-18, 2019: HTML | PDF",Neutral
20191011,"Consistent with its January 2019 Statement Regarding Monetary Policy Implementation and Balance Sheet Normalization, the Committee reaffirms its intention to implement monetary policy in a regime in which an ample supply of reserves ensures that control over the level of the federal funds rate and other short-term interest rates is exercised primarily through the setting of the Federal Reserve's administered rates, and in which active management of the supply of reserves is not required. To ensure that the supply of reserves remains ample, the Committee approved by notation vote completed on October 11, 2019 the following steps: These actions are purely technical measures to support the effective implementation of the FOMC's monetary policy, and do not represent a change in the stance of monetary policy. The Committee will continue to monitor money market developments as it assesses the level of reserves most consistent with efficient and effective policy implementation. The Committee stands ready to adjust the details of these plans as necessary to foster efficient and effective implementation of monetary policy. In connection with these plans, the Federal Open Market Committee voted unanimously to authorize and direct the Federal Reserve Bank of New York, until instructed otherwise, to execute transactions in the System Open Market Account in accordance with the following domestic policy directive: ""Effective October 15, 2019, the Federal Open Market Committee directs the Desk to undertake open market operations as necessary to maintain the federal funds rate in a target range of 1-3/4 to 2 percent. In light of recent and expected increases in the Federal Reserve's non-reserve liabilities, the Committee directs the Desk to purchase Treasury bills at least into the second quarter of next year to maintain over time ample reserve balances at or above the level that prevailed in early September 2019. The Committee also directs the Desk to conduct term and overnight repurchase agreement operations at least through January of next year to ensure that the supply of reserves remains ample even during periods of sharp increases in non-reserve liabilities, and to mitigate the risk of money market pressures that could adversely affect policy implementation. In addition, the Committee directs the Desk to conduct overnight reverse repurchase operations (and reverse repurchase operations with maturities of more than one day when necessary to accommodate weekend, holiday, or similar trading conventions) at an offering rate of 1.70 percent, in amounts limited only by the value of Treasury securities held outright in the System Open Market Account that are available for such operations and by a per-counterparty limit of $30 billion per day. The Committee directs the Desk to continue rolling over at auction all principal payments from the Federal Reserve's holdings of Treasury securities and to continue reinvesting all principal payments from the Federal Reserve's holdings of agency debt and agency mortgage-backed securities received during each calendar month. Principal payments from agency debt and agency mortgage-backed securities up to $20 billion per month will continue to be reinvested in Treasury securities to roughly match the maturity composition of Treasury securities outstanding; principal payments in excess of $20 billion per month will continue to be reinvested in agency mortgage-backed securities. Small deviations from these amounts for operational reasons are acceptable. The Committee also directs the Desk to engage in dollar roll and coupon swap transactions as necessary to facilitate settlement of the Federal Reserve's agency mortgage-backed securities transactions."" More information about these plans may be found on the Federal Reserve Bank of New York's website. 
Statement Regarding Treasury Bill Purchases and Repurchase Operations FAQs: Repurchase Agreement Operations FAQs: Treasury Reserve Management and Reinvestment Purchases",Positive
20191015,"The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings on August 26 and September 18, 2019. The minutes are attached. For media inquiries, call 202-452-2955.",Positive
20191030,"Information received since the Federal Open Market Committee met in September indicates that the labor market remains strong and that economic activity has been rising at a moderate rate. Job gains have been solid, on average, in recent months, and the unemployment rate has remained low. Although household spending has been rising at a strong pace, business fixed investment and exports remain weak. On a 12-month basis, overall inflation and inflation for items other than food and energy are running below 2 percent. Market-based measures of inflation compensation remain low; survey-based measures of longer-term inflation expectations are little changed. Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. In light of the implications of global developments for the economic outlook as well as muted inflation pressures, the Committee decided to lower the target range for the federal funds rate to 1-1/2 to 1-3/4 percent. This action supports the Committee's view that sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective are the most likely outcomes, but uncertainties about this outlook remain. The Committee will continue to monitor the implications of incoming information for the economic outlook as it assesses the appropriate path of the target range for the federal funds rate. In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michelle W. Bowman; Lael Brainard; James Bullard; Richard H. Clarida; Charles L. Evans; and Randal K. Quarles. Voting against this action were: Esther L. George and Eric S. Rosengren, who preferred at this meeting to maintain the target range at 1-3/4 percent to 2 percent. Implementation Note issued October 30, 2019",Negative
20191031,"The Federal Reserve Board has approved actions on Thursday by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Kansas City, and Dallas decreasing the discount rate (the primary credit rate) at the Banks from 2-1/2 percent to 2-1/4 percent, effective immediately. For media inquiries, call (202) 452-2955",Positive
20191120,"The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on October 29-30, 2019 and of the conference call held on October 4, 2019. The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board’s Annual Report. The descriptions of economic and financial conditions contained in these minutes are based solely on the information that was available to the Committee at the time of the meeting. FOMC minutes can be viewed on the Board's website at  http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm For media inquiries, call 202-452-2955 Minutes of the Federal Open Market Committee
October 4 and October 29-30, 2019: HTML | PDF",Neutral
20191126,"The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from October 7 through October 30, 2019. The minutes are attached. For media inquiries, call 202-452-2955.",Positive
20191211,"Information received since the Federal Open Market Committee met in October indicates that the labor market remains strong and that economic activity has been rising at a moderate rate. Job gains have been solid, on average, in recent months, and the unemployment rate has remained low. Although household spending has been rising at a strong pace, business fixed investment and exports remain weak. On a 12‑month basis, overall inflation and inflation for items other than food and energy are running below 2 percent. Market-based measures of inflation compensation remain low; survey-based measures of longer-term inflation expectations are little changed. Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee decided to maintain the target range for the federal funds rate at 1‑1/2 to 1-3/4 percent. The Committee judges that the current stance of monetary policy is appropriate to support sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective. The Committee will continue to monitor the implications of incoming information for the economic outlook, including global developments and muted inflation pressures, as it assesses the appropriate path of the target range for the federal funds rate. In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michelle W. Bowman; Lael Brainard; James Bullard; Richard H. Clarida; Charles L. Evans; Esther L. George; Randal K. Quarles; and Eric S. Rosengren. Implementation Note issued December 11, 2019",Positive
20200103,"The Federal Reserve Board and the Federal Open Market Committee on Friday released the attached minutes of the Committee meeting held on December 10-11, 2019. A summary of economic projections made by Federal Reserve Board members and Reserve Bank presidents for the meeting is also included as an addendum to these minutes. The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board's Annual Report. The descriptions of economic and financial conditions contained in these minutes and in the Summary of Economic Projections are based solely on the information that was available to the Committee at the time of the meeting. FOMC minutes can be viewed on the Board's website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm For media inquiries, call 202-452-2955 Minutes of the Federal Open Market Committee
December 10-11, 2019: HTML | PDF",Neutral
20200109,"The Federal Reserve Board on Thursday released the minutes of its interest rate meetings from November 4 and December 11, 2019. The minutes are attached. For media inquiries, call 202-452-2955.",Positive
20200129,"Information received since the Federal Open Market Committee met in December indicates that the labor market remains strong and that economic activity has been rising at a moderate rate. Job gains have been solid, on average, in recent months, and the unemployment rate has remained low. Although household spending has been rising at a moderate pace, business fixed investment and exports remain weak. On a 12‑month basis, overall inflation and inflation for items other than food and energy are running below 2 percent. Market-based measures of inflation compensation remain low; survey-based measures of longer-term inflation expectations are little changed. Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee decided to maintain the target range for the federal funds rate at 1‑1/2 to 1-3/4 percent. The Committee judges that the current stance of monetary policy is appropriate to support sustained expansion of economic activity, strong labor market conditions, and inflation returning to the Committee's symmetric 2 percent objective. The Committee will continue to monitor the implications of incoming information for the economic outlook, including global developments and muted inflation pressures, as it assesses the appropriate path of the target range for the federal funds rate. In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michelle W. Bowman; Lael Brainard; Richard H. Clarida; Patrick Harker; Robert S. Kaplan; Neel Kashkari; Loretta J. Mester; and Randal K. Quarles. Implementation Note issued January 29, 2020",Positive
20200219,"The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on January 28-29, 2020. The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board's Annual Report. The descriptions of economic and financial conditions contained in these minutes are based solely on the information that was available to the Committee at the time of the meeting. FOMC minutes can be viewed on the Board's website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm For media inquiries, call 202-452-2955 Minutes of the Federal Open Market Committee
January 28-29, 2020: HTML | PDF",Neutral
20200225,"The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings on January 21 and January 29, 2020. The minutes are attached. For media inquiries, call 202-452-2955.",Positive
20200303,"The fundamentals of the U.S. economy remain strong. However, the coronavirus poses evolving risks to economic activity. In light of these risks and in support of achieving its maximum employment and price stability goals, the Federal Open Market Committee decided today to lower the target range for the federal funds rate by 1/2 percentage point, to 1 to 1‑1/4 percent. The Committee is closely monitoring developments and their implications for the economic outlook and will use its tools and act as appropriate to support the economy. Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michelle W. Bowman; Lael Brainard; Richard H. Clarida; Patrick Harker; Robert S. Kaplan; Neel Kashkari; Loretta J. Mester; and Randal K. Quarles. For media inquiries, call 202-452-2955. Implementation Note issued March 3, 2020",Positive
20200304,"The Federal Reserve Board has approved actions on Wednesday by the Boards of Directors of the Federal Reserve Banks of Cleveland and Atlanta, decreasing the discount rate (the primary credit rate) at the Banks from 2-1/4 percent to 1-3/4 percent, effective immediately. For media inquiries, call 202-452-2955.",Positive
20200315,"The coronavirus outbreak has harmed communities and disrupted economic activity in many countries, including the United States. Global financial conditions have also been significantly affected. Available economic data show that the U.S. economy came into this challenging period on a strong footing. Information received since the Federal Open Market Committee met in January indicates that the labor market remained strong through February and economic activity rose at a moderate rate. Job gains have been solid, on average, in recent months, and the unemployment rate has remained low. Although household spending rose at a moderate pace, business fixed investment and exports remained weak. More recently, the energy sector has come under stress. On a 12‑month basis, overall inflation and inflation for items other than food and energy are running below 2 percent. Market-based measures of inflation compensation have declined; survey-based measures of longer-term inflation expectations are little changed. Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The effects of the coronavirus will weigh on economic activity in the near term and pose risks to the economic outlook. In light of these developments, the Committee decided to lower the target range for the federal funds rate to 0 to 1/4 percent. The Committee expects to maintain this target range until it is confident that the economy has weathered recent events and is on track to achieve its maximum employment and price stability goals. This action will help support economic activity, strong labor market conditions, and inflation returning to the Committee's symmetric 2 percent objective. The Committee will continue to monitor the implications of incoming information for the economic outlook, including information related to public health, as well as global developments and muted inflation pressures, and will use its tools and act as appropriate to support the economy. In determining the timing and size of future adjustments to the stance of monetary policy, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. The Federal Reserve is prepared to use its full range of tools to support the flow of credit to households and businesses and thereby promote its maximum employment and price stability goals. To support the smooth functioning of markets for Treasury securities and agency mortgage-backed securities that are central to the flow of credit to households and businesses, over coming months the Committee will increase its holdings of Treasury securities by at least $500 billion and its holdings of agency mortgage-backed securities by at least $200 billion. The Committee will also reinvest all principal payments from the Federal Reserve's holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities. In addition, the Open Market Desk has recently expanded its overnight and term repurchase agreement operations. The Committee will continue to closely monitor market conditions and is prepared to adjust its plans as appropriate. Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michelle W. Bowman; Lael Brainard; Richard H. Clarida; Patrick Harker; Robert S. Kaplan; Neel Kashkari; and Randal K. Quarles. Voting against this action was Loretta J. Mester, who was fully supportive of all of the actions taken to promote the smooth functioning of markets and the flow of credit to households and businesses but preferred to reduce the target range for the federal funds rate to 1/2 to 3/4 percent at this meeting. In a related set of actions to support the credit needs of households and businesses, the Federal Reserve announced measures related to the discount window, intraday credit, bank capital and liquidity buffers, reserve requirements, and—in coordination with other central banks—the U.S. dollar liquidity swap line arrangements. More information can be found on the Federal Reserve Board's website. For media inquiries, call 202-452-2955. Implementation Note issued March 15, 2020 Federal Reserve actions to support the flow of credit to households and businesses Coordinated central bank action to enhance the provision of U.S. dollar liquidity",Positive
20200316,"The Federal Reserve Board has approved action on Sunday by the Board of Directors of the Federal Reserve Bank of Kansas City and actions on Monday by the Boards of Directors of the Federal Reserve Banks of Boston, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Dallas, and San Francisco, decreasing the discount rate (the primary credit rate) at the Banks from 1-3/4 percent to 1/4 percent, effective immediately. For media inquiries, call 202-452-2955.",Positive
20200317,"The Federal Reserve Board announced today that it will establish a Commercial Paper Funding Facility (CPFF) to support the flow of credit to households and businesses. Commercial paper markets directly finance a wide range of economic activity, supplying credit and funding for auto loans and mortgages as well as liquidity to meet the operational needs of a range of companies. By ensuring the smooth functioning of this market, particularly in times of strain, the Federal Reserve is providing credit that will support families, businesses, and jobs across the economy. The CPFF will provide a liquidity backstop to U.S. issuers of commercial paper through a special purpose vehicle (SPV) that will purchase unsecured and asset-backed commercial paper rated A1/P1 (as of March 17, 2020) directly from eligible companies. The CPFF program is established by the Federal Reserve under the authority of Section 13(3) of the Federal Reserve Act, with approval of the Treasury Secretary. The commercial paper market has been under considerable strain in recent days as businesses and households face greater uncertainty in light of the coronavirus outbreak. By eliminating much of the risk that eligible issuers will not be able to repay investors by rolling over their maturing commercial paper obligations, this facility should encourage investors to once again engage in term lending in the commercial paper market. An improved commercial paper market will enhance the ability of businesses to maintain employment and investment as the nation deals with the coronavirus outbreak. The Treasury will provide $10 billion of credit protection to the Federal Reserve in connection with the CPFF from the Treasury's Exchange Stabilization Fund (ESF). The Federal Reserve will then provide financing to the SPV under the CPFF. Its loans will be secured by all of the assets of the SPV. A brief description of the program is attached. More detailed program terms and conditions and an operational calendar will be subsequently published. For media inquiries, call 202-452-2955. 
Updated term sheet: Commercial Paper Funding Facility",Positive
20200318,"The Federal Reserve Board on Wednesday broadened its program of support for the flow of credit to households and businesses by taking steps to enhance the liquidity and functioning of crucial money markets. Through the establishment of a Money Market Mutual Fund Liquidity Facility, or MMLF, the Federal Reserve Bank of Boston will make loans available to eligible financial institutions secured by high-quality assets purchased by the financial institution from money market mutual funds. Money market funds are common investment tools for families, businesses, and a range of companies. The MMLF will assist money market funds in meeting demands for redemptions by households and other investors, enhancing overall market functioning and credit provision to the broader economy. The attached term sheet details the types of assets, including unsecured and secured commercial paper, agency securities, and Treasury securities, that are eligible, as well as additional information. The MMLF program will purchase a broader range of assets, but its structure is very similar to the Asset-Backed Commercial Paper Money Market Mutual Fund Liquidity Facility, or AMLF, that operated from late 2008 to early 2010. The MMLF is established by the Federal Reserve under the authority of Section 13(3) of the Federal Reserve Act, with approval of the Treasury Secretary. The Department of the Treasury will provide $10 billion of credit protection to the Federal Reserve in connection with the MMLF from the Treasury's Exchange Stabilization Fund. More detailed program terms and conditions and an operational calendar will be published soon. For media inquiries, call 202-452-2955. 
Updated term sheet: Money Market Mutual Fund Liquidity Facility",Positive
20200319,"To support the flow of credit to households and businesses, the federal bank regulatory agencies today announced an interim final rule to ensure that financial institutions will be able to effectively use a liquidity facility recently launched by the Federal Reserve Board. The Board launched the Money Market Mutual Fund Liquidity Facility, or MMLF, yesterday to enhance the liquidity and functioning of money markets and to support the economy. The interim final rule modifies the agencies' capital rules so that financial institutions receive credit for the low risk of their MMLF activities, reflecting the fact that institutions would be taking no credit or market risk in association with such activities. The change only applies to activities with the MMLF. The rule is effective immediately and comments will be accepted for 45 days after publication in the Federal Register. 
Federal Register notice: Regulatory Capital Rule: Money Market Mutual Fund Liquidity Facility",Positive
20200320,"The Bank of Canada, the Bank of England, the Bank of Japan, the European Central Bank, the Federal Reserve, and the Swiss National Bank are today announcing a coordinated action to further enhance the provision of liquidity via the standing U.S. dollar liquidity swap line arrangements. To improve the swap lines' effectiveness in providing U.S. dollar funding, these central banks have agreed to increase the frequency of 7-day maturity operations from weekly to daily. These daily operations will commence on Monday, March 23, 2020, and will continue at least through the end of April. The central banks also will continue to hold weekly 84-day maturity operations. The swap lines among these central banks are available standing facilities and serve as an important liquidity backstop to ease strains in global funding markets, thereby helping to mitigate the effects of such strains on the supply of credit to households and businesses, both domestically and abroad. For media inquiries, call 202-452-2955. Bank of Canada Bank of England Bank of Japan European Central Bank Swiss National Bank",Positive
